tahun;petugas_id;kode_bs;nks;no_urut
2025;23;7317061009007B;150079;5
2025;23;7317061009007B;150079;6
2025;23;7317061009007B;150079;7
2025;23;7317061009007B;150079;8
2025;23;7317061009007B;150079;9
2025;23;7317061009007B;150079;10
2025;23;7317061014001B;100413;1
2025;23;7317061014001B;100413;2
2025;23;7317061014001B;100413;3
2025;23;7317061014001B;100413;4
2025;23;7317061014001B;100413;5
2025;23;7317061014001B;100413;6
2025;23;7317061014001B;100413;7
2025;23;7317061014001B;100413;8
2025;23;7317061014001B;100413;9
2025;23;7317061014001B;100413;10
2025;2;7317062007001B;200459;1
2025;2;7317062007001B;200459;2
2025;2;7317062007001B;200459;3
2025;2;7317062007001B;200459;4
2025;2;7317062007001B;200459;5
2025;2;7317062007001B;200459;6
2025;2;7317062007001B;200459;7
2025;2;7317062007001B;200459;8
2025;2;7317062007001B;200459;9
2025;2;7317062007001B;200459;10
2025;37;7317062013001B;100477;1
2025;37;7317062013001B;100477;2
2025;37;7317062013001B;100477;3
2025;37;7317062013001B;100477;4
2025;37;7317062013001B;100477;5
2025;37;7317062013001B;100477;6
2025;37;7317062013001B;100477;7
2025;37;7317062013001B;100477;8
2025;37;7317062013001B;100477;9
2025;37;7317062013001B;100477;10
2025;35;7317062002003B;100441;1
2025;35;7317062002003B;100441;2
2025;35;7317062002003B;100441;3
2025;35;7317062002003B;100441;4
2025;35;7317062002003B;100441;5
2025;35;7317062002003B;100441;6
2025;35;7317062002003B;100441;7
2025;35;7317062002003B;100441;8
2025;35;7317062002003B;100441;9
2025;35;7317062002003B;100441;10
2025;35;7317062005005B;100453;1
2025;35;7317062005005B;100453;2
2025;35;7317062005005B;100453;3
2025;35;7317062005005B;100453;4
2025;35;7317062005005B;100453;5
2025;35;7317062005005B;100453;6
2025;35;7317062005005B;100453;7
2025;35;7317062005005B;100453;8
2025;35;7317062005005B;100453;9
2025;35;7317062005005B;100453;10
2025;15;7317062001003B;100435;1
2025;15;7317062001003B;100435;2
2025;15;7317062001003B;100435;3
2025;15;7317062001003B;100435;4
2025;15;7317062001003B;100435;5
2025;15;7317062001003B;100435;6
2025;15;7317062001003B;100435;7
2025;15;7317062001003B;100435;8
2025;15;7317062001003B;100435;9
2025;15;7317062001003B;100435;10
2025;15;7317062015003B;100486;1
2025;15;7317062015003B;100486;2
2025;15;7317062015003B;100486;3
2025;15;7317062015003B;100486;4
2025;15;7317062015003B;100486;5
2025;15;7317062015003B;100486;6
2025;15;7317062015003B;100486;7
2025;15;7317062015003B;100486;8
2025;15;7317062015003B;100486;9
2025;15;7317062015003B;100486;10
2025;29;7317070010006B;200535;1
2025;29;7317070010006B;200535;2
2025;29;7317070010006B;200535;3
2025;29;7317070010006B;200535;4
2025;29;7317070010006B;200535;5
2025;29;7317070010006B;200535;6
2025;29;7317070010006B;200535;7
2025;29;7317070010006B;200535;8
2025;29;7317070010006B;200535;9
2025;29;7317070010006B;200535;10
2025;7;7317070011006B;250096;1
2025;7;7317070011006B;250096;2
2025;7;7317070011006B;250096;3
2025;7;7317070011006B;250096;4
2025;7;7317070011006B;250096;5
2025;7;7317070011006B;250096;6
2025;7;7317070011006B;250096;7
2025;7;7317070011006B;250096;8
2025;7;7317070011006B;250096;9
2025;7;7317070011006B;250096;10
2025;27;7317070005001B;100510;1
2025;27;7317070005001B;100510;2
2025;27;7317070005001B;100510;3
2025;27;7317070005001B;100510;4
2025;27;7317070005001B;100510;5
2025;27;7317070005001B;100510;6
2025;27;7317070005001B;100510;7
2025;27;7317070005001B;100510;8
2025;27;7317070005001B;100510;9
2025;27;7317070005001B;100510;10
2025;27;7317070005002B;100511;1
2025;27;7317070005002B;100511;2
2025;27;7317070005002B;100511;3
2025;27;7317070005002B;100511;4
2025;27;7317070005002B;100511;5
2025;27;7317070005002B;100511;6
2025;27;7317070005002B;100511;7
2025;27;7317070005002B;100511;8
2025;27;7317070005002B;100511;9
2025;27;7317070005002B;100511;10
2025;1;7317070004001B;100504;1
2025;1;7317070004001B;100504;2
2025;1;7317070004001B;100504;3
2025;1;7317070004001B;100504;4
2025;1;7317070004001B;100504;5
2025;1;7317070004001B;100504;6
2025;1;7317070004001B;100504;7
2025;1;7317070004001B;100504;8
2025;1;7317070004001B;100504;9
2025;1;7317070004001B;100504;10
2025;5;7317070009004B;100529;1
2025;5;7317070009004B;100529;2
2025;5;7317070009004B;100529;3
2025;5;7317070009004B;100529;4
2025;5;7317070009004B;100529;5
2025;5;7317070009004B;100529;6
2025;5;7317070009004B;100529;7
2025;5;7317070009004B;100529;8
2025;5;7317070009004B;100529;9
2025;5;7317070009004B;100529;10
2025;5;7317070011001B;150091;1
2025;5;7317070011001B;150091;2
2025;5;7317070011001B;150091;3
2025;5;7317070011001B;150091;4
2025;5;7317070011001B;150091;5
2025;5;7317070011001B;150091;6
2025;5;7317070011001B;150091;7
2025;5;7317070011001B;150091;8
2025;5;7317070011001B;150091;9
2025;5;7317070011001B;150091;10
2025;36;7317080019001B;250113;1
2025;36;7317080019001B;250113;2
2025;36;7317080019001B;250113;3
2025;36;7317080019001B;250113;4
2025;36;7317080019001B;250113;5
2025;36;7317080019001B;250113;6
2025;36;7317080019001B;250113;7
2025;36;7317080019001B;250113;8
2025;36;7317080019001B;250113;9
2025;36;7317080019001B;250113;10
2025;21;7317080020002B;100557;1
2025;21;7317080020002B;100557;2
2025;21;7317080020002B;100557;3
2025;21;7317080020002B;100557;4
2025;21;7317080020002B;100557;5
2025;21;7317080020002B;100557;6
2025;21;7317080020002B;100557;7
2025;21;7317080020002B;100557;8
2025;21;7317080020002B;100557;9
2025;21;7317080020002B;100557;10
2025;28;7317080002003B;100541;1
2025;28;7317080002003B;100541;2
2025;28;7317080002003B;100541;3
2025;28;7317080002003B;100541;4
2025;28;7317080002003B;100541;5
2025;28;7317080002003B;100541;6
2025;28;7317080002003B;100541;7
2025;28;7317080002003B;100541;8
2025;28;7317080002003B;100541;9
2025;28;7317080002003B;100541;10
2025;28;7317080021002B;150119;1
2025;28;7317080021002B;150119;2
2025;28;7317080021002B;150119;3
2025;28;7317080021002B;150119;4
2025;28;7317080021002B;150119;5
2025;28;7317080021002B;150119;6
2025;28;7317080021002B;150119;7
2025;28;7317080021002B;150119;8
2025;28;7317080021002B;150119;9
2025;28;7317080021002B;150119;10
2025;42;7317081004003B;200575;1
2025;42;7317081004003B;200575;2
2025;42;7317081004003B;200575;3
2025;42;7317081004003B;200575;4
2025;42;7317081004003B;200575;5
2025;42;7317081004003B;200575;6
2025;42;7317081004003B;200575;7
2025;42;7317081004003B;200575;8
2025;42;7317081004003B;200575;9
2025;42;7317081004003B;200575;10
2025;12;7317081005001B;200576;1
2025;12;7317081005001B;200576;2
2025;12;7317081005001B;200576;3
2025;12;7317081005001B;200576;4
2025;12;7317081005001B;200576;5
2025;12;7317081005001B;200576;6
2025;12;7317081005001B;200576;7
2025;12;7317081005001B;200576;8
2025;12;7317081005001B;200576;9
2025;12;7317081005001B;200576;10
2025;21;7317081001003B;100563;1
2025;21;7317081001003B;100563;2
2025;21;7317081001003B;100563;3
2025;21;7317081001003B;100563;4
2025;21;7317081001003B;100563;5
2025;21;7317081001003B;100563;6
2025;21;7317081001003B;100563;7
2025;21;7317081001003B;100563;8
2025;21;7317081001003B;100563;9
2025;21;7317081001003B;100563;10
2025;11;7317090007002B;100595;1
2025;11;7317090007002B;100595;2
2025;11;7317090007002B;100595;3
2025;11;7317090007002B;100595;4
2025;11;7317090007002B;100595;5
2025;11;7317090007002B;100595;6
2025;11;7317090007002B;100595;7
2025;11;7317090007002B;100595;8
2025;11;7317090007002B;100595;9
2025;11;7317090007002B;100595;10
2025;11;7317090013002B;100599;1
2025;11;7317090013002B;100599;2
2025;11;7317090013002B;100599;3
2025;11;7317090013002B;100599;4
2025;11;7317090013002B;100599;5
2025;11;7317090013002B;100599;6
2025;11;7317090013002B;100599;7
2025;11;7317090013002B;100599;8
2025;11;7317090013002B;100599;9
2025;11;7317090013002B;100599;10
2025;20;7317091002004B;100630;1
2025;20;7317091002004B;100630;2
2025;20;7317091002004B;100630;3
2025;20;7317091002004B;100630;4
2025;20;7317091002004B;100630;5
2025;20;7317091002004B;100630;6
2025;20;7317091002004B;100630;7
2025;20;7317091002004B;100630;8
2025;20;7317091002004B;100630;9
2025;20;7317091002004B;100630;10
2025;20;7317091002007B;100633;1
2025;20;7317091002007B;100633;2
2025;20;7317091002007B;100633;3
2025;20;7317091002007B;100633;4
2025;20;7317091002007B;100633;5
2025;20;7317091002007B;100633;6
2025;20;7317091002007B;100633;7
2025;20;7317091002007B;100633;8
2025;20;7317091002007B;100633;9
2025;20;7317091002007B;100633;10
2025;18;7317091007003B;100650;1
2025;18;7317091007003B;100650;2
2025;18;7317091007003B;100650;3
2025;18;7317091007003B;100650;4
2025;18;7317091007003B;100650;5
2025;18;7317091007003B;100650;6
2025;18;7317091007003B;100650;7
2025;18;7317091007003B;100650;8
2025;18;7317091007003B;100650;9
2025;18;7317091007003B;100650;10
2025;18;7317091009001B;100662;1
2025;18;7317091009001B;100662;2
2025;18;7317091009001B;100662;3
2025;18;7317091009001B;100662;4
2025;18;7317091009001B;100662;5
2025;18;7317091009001B;100662;6
2025;18;7317091009001B;100662;7
2025;18;7317091009001B;100662;8
2025;18;7317091009001B;100662;9
2025;18;7317091009001B;100662;10
2025;26;7317092002004B;100677;1
2025;26;7317092002004B;100677;2
2025;26;7317092002004B;100677;3
2025;26;7317092002004B;100677;4
2025;26;7317092002004B;100677;5
2025;26;7317092002004B;100677;6
2025;26;7317092002004B;100677;7
2025;26;7317092002004B;100677;8
2025;26;7317092002004B;100677;9
2025;26;7317092002004B;100677;10
2025;26;7317092002002B;100675;1
2025;26;7317092002002B;100675;2
2025;26;7317092002002B;100675;3
2025;26;7317092002002B;100675;4
2025;26;7317092002002B;100675;5
2025;26;7317092002002B;100675;6
2025;26;7317092002002B;100675;7
2025;26;7317092002002B;100675;8
2025;26;7317092002002B;100675;9
2025;26;7317092002002B;100675;10
2025;38;7317093004004B;200707;1
2025;38;7317093004004B;200707;2
2025;38;7317093004004B;200707;3
2025;38;7317093004004B;200707;4
2025;38;7317093004004B;200707;5
2025;38;7317093004004B;200707;6
2025;38;7317093004004B;200707;7
2025;38;7317093004004B;200707;8
2025;38;7317093004004B;200707;9
2025;38;7317093004004B;200707;10
2025;6;7317093006003B;200715;1
2025;6;7317093006003B;200715;2
2025;6;7317093006003B;200715;3
2025;6;7317093006003B;200715;4
2025;6;7317093006003B;200715;5
2025;6;7317093006003B;200715;6
2025;6;7317093006003B;200715;7
2025;6;7317093006003B;200715;8
2025;6;7317093006003B;200715;9
2025;6;7317093006003B;200715;10
